"pu","threats","amount","cost","status","threat1","threat2","threat3","threat4"
"514","1","1","1","0","1","0","0","0"
"514","2","1","1","0","0","1","0","0"
"514","3","1","1","0","0","0","1","0"
"514","4","1","1","0","0","0","0","1"
"515","2","1","1","0","0","1","0","0"
"515","3","1","1","0","0","0","1","0"
"515","4","1","1","0","0","0","0","1"
"516","2","1","1","0","0","1","0","0"
"516","3","1","1","0","0","0","1","0"
"516","4","1","1","0","0","0","0","1"
"517","2","1","1","0","0","1","0","0"
"517","3","1","1","0","0","0","1","0"
"517","4","1","1","0","0","0","0","1"
"518","2","1","1","0","0","1","0","0"
"518","4","1","1","0","0","0","0","1"
"519","2","1","1","0","0","1","0","0"
"519","3","1","1","0","0","0","1","0"
"519","4","1","1","0","0","0","0","1"
"520","2","1","1","0","0","1","0","0"
"520","4","1","1","0","0","0","0","1"
"521","2","1","1","0","0","1","0","0"
"521","4","1","1","0","0","0","0","1"
"522","2","1","1","0","0","1","0","0"
"522","4","1","1","0","0","0","0","1"
"523","2","1","1","0","0","1","0","0"
"523","4","1","1","0","0","0","0","1"
"524","2","1","1","0","0","1","0","0"
"524","4","1","1","0","0","0","0","1"
"525","2","1","1","0","0","1","0","0"
"525","3","1","1","0","0","0","1","0"
"525","4","1","1","0","0","0","0","1"
"526","2","1","1","0","0","1","0","0"
"526","3","1","1","0","0","0","1","0"
"526","4","1","1","0","0","0","0","1"
"527","2","1","1","0","0","1","0","0"
"527","3","1","1","0","0","0","1","0"
"527","4","1","1","0","0","0","0","1"
"528","2","1","1","0","0","1","0","0"
"528","4","1","1","0","0","0","0","1"
"529","2","1","1","0","0","1","0","0"
"529","3","1","1","0","0","0","1","0"
"529","4","1","1","0","0","0","0","1"
"530","2","1","1","0","0","1","0","0"
"530","3","1","1","0","0","0","1","0"
"530","4","1","1","0","0","0","0","1"
"531","2","1","1","0","0","1","0","0"
"531","3","1","1","0","0","0","1","0"
"531","4","1","1","0","0","0","0","1"
"532","2","1","1","0","0","1","0","0"
"532","4","1","1","0","0","0","0","1"
"533","2","1","1","0","0","1","0","0"
"533","4","1","1","0","0","0","0","1"
"534","2","1","1","0","0","1","0","0"
"534","4","1","1","0","0","0","0","1"
"535","2","1","1","0","0","1","0","0"
"535","4","1","1","0","0","0","0","1"
"536","2","1","1","0","0","1","0","0"
"536","4","1","1","0","0","0","0","1"
"537","2","1","1","0","0","1","0","0"
"537","4","1","1","0","0","0","0","1"
"538","2","1","1","0","0","1","0","0"
"538","4","1","1","0","0","0","0","1"
"539","2","1","1","0","0","1","0","0"
"539","4","1","1","0","0","0","0","1"
"540","2","1","1","0","0","1","0","0"
"540","3","1","1","0","0","0","1","0"
"540","4","1","1","0","0","0","0","1"
"541","2","1","1","0","0","1","0","0"
"541","3","1","1","0","0","0","1","0"
"541","4","1","1","0","0","0","0","1"
"542","2","1","1","0","0","1","0","0"
"542","3","1","1","0","0","0","1","0"
"542","4","1","1","0","0","0","0","1"
"543","2","1","1","0","0","1","0","0"
"543","3","1","1","0","0","0","1","0"
"543","4","1","1","0","0","0","0","1"
"544","2","1","1","0","0","1","0","0"
"544","3","1","1","0","0","0","1","0"
"544","4","1","1","0","0","0","0","1"
"545","2","1","1","0","0","1","0","0"
"545","4","1","1","0","0","0","0","1"
"546","2","1","1","0","0","1","0","0"
"546","4","1","1","0","0","0","0","1"
"547","2","1","1","0","0","1","0","0"
"547","4","1","1","0","0","0","0","1"
"548","2","1","1","0","0","1","0","0"
"548","4","1","1","0","0","0","0","1"
"549","2","1","1","0","0","1","0","0"
"549","4","1","1","0","0","0","0","1"
"550","2","1","1","0","0","1","0","0"
"550","4","1","1","0","0","0","0","1"
"551","2","1","1","0","0","1","0","0"
"551","4","1","1","0","0","0","0","1"
"552","2","1","1","0","0","1","0","0"
"552","4","1","1","0","0","0","0","1"
"553","2","1","1","0","0","1","0","0"
"553","3","1","1","0","0","0","1","0"
"553","4","1","1","0","0","0","0","1"
"554","2","1","1","0","0","1","0","0"
"554","4","1","1","0","0","0","0","1"
"555","2","1","1","0","0","1","0","0"
"555","3","1","1","0","0","0","1","0"
"555","4","1","1","0","0","0","0","1"
"556","2","1","1","0","0","1","0","0"
"556","4","1","1","0","0","0","0","1"
"557","2","1","1","0","0","1","0","0"
"557","3","1","1","0","0","0","1","0"
"557","4","1","1","0","0","0","0","1"
"558","1","1","1","0","1","0","0","0"
"558","2","1","1","0","0","1","0","0"
"558","3","1","1","0","0","0","1","0"
"558","4","1","1","0","0","0","0","1"
"559","2","1","1","0","0","1","0","0"
"559","3","1","1","0","0","0","1","0"
"559","4","1","1","0","0","0","0","1"
"560","2","1","1","0","0","1","0","0"
"560","4","1","1","0","0","0","0","1"
"561","2","1","1","0","0","1","0","0"
"561","4","1","1","0","0","0","0","1"
"562","2","1","1","0","0","1","0","0"
"562","3","1","1","0","0","0","1","0"
"562","4","1","1","0","0","0","0","1"
"563","2","1","1","0","0","1","0","0"
"563","4","1","1","0","0","0","0","1"
"564","2","1","1","0","0","1","0","0"
"564","4","1","1","0","0","0","0","1"
"565","2","1","1","0","0","1","0","0"
"565","4","1","1","0","0","0","0","1"
"566","2","1","1","0","0","1","0","0"
"566","4","1","1","0","0","0","0","1"
"567","2","1","1","0","0","1","0","0"
"567","4","1","1","0","0","0","0","1"
"568","1","1","1","0","1","0","0","0"
"568","2","1","1","0","0","1","0","0"
"568","3","1","1","0","0","0","1","0"
"568","4","1","1","0","0","0","0","1"
"569","2","1","1","0","0","1","0","0"
"569","3","1","1","0","0","0","1","0"
"569","4","1","1","0","0","0","0","1"
"570","1","1","1","0","1","0","0","0"
"570","2","1","1","0","0","1","0","0"
"570","3","1","1","0","0","0","1","0"
"570","4","1","1","0","0","0","0","1"
"571","2","1","1","0","0","1","0","0"
"571","3","1","1","0","0","0","1","0"
"571","4","1","1","0","0","0","0","1"
"572","2","1","1","0","0","1","0","0"
"572","4","1","1","0","0","0","0","1"
"573","2","1","1","0","0","1","0","0"
"573","4","1","1","0","0","0","0","1"
"574","2","1","1","0","0","1","0","0"
"574","4","1","1","0","0","0","0","1"
"575","1","1","1","0","1","0","0","0"
"575","2","1","1","0","0","1","0","0"
"575","3","1","1","0","0","0","1","0"
"575","4","1","1","0","0","0","0","1"
"576","2","1","1","0","0","1","0","0"
"576","3","1","1","0","0","0","1","0"
"576","4","1","1","0","0","0","0","1"
"577","2","1","1","0","0","1","0","0"
"577","4","1","1","0","0","0","0","1"
"578","2","1","1","0","0","1","0","0"
"578","4","1","1","0","0","0","0","1"
"579","2","1","1","0","0","1","0","0"
"579","4","1","1","0","0","0","0","1"
"580","2","1","1","0","0","1","0","0"
"580","4","1","1","0","0","0","0","1"
"581","2","1","1","0","0","1","0","0"
"581","3","1","1","0","0","0","1","0"
"581","4","1","1","0","0","0","0","1"
"582","2","1","1","0","0","1","0","0"
"582","4","1","1","0","0","0","0","1"
"583","2","1","1","0","0","1","0","0"
"583","4","1","1","0","0","0","0","1"
"584","2","1","1","0","0","1","0","0"
"584","4","1","1","0","0","0","0","1"
"585","2","1","1","0","0","1","0","0"
"585","4","1","1","0","0","0","0","1"
"586","2","1","1","0","0","1","0","0"
"586","4","1","1","0","0","0","0","1"
"587","1","1","1","0","1","0","0","0"
"587","2","1","1","0","0","1","0","0"
"587","3","1","1","0","0","0","1","0"
"587","4","1","1","0","0","0","0","1"
"588","2","1","1","0","0","1","0","0"
"588","4","1","1","0","0","0","0","1"
"589","2","1","1","0","0","1","0","0"
"589","4","1","1","0","0","0","0","1"
"590","2","1","1","0","0","1","0","0"
"590","4","1","1","0","0","0","0","1"
"591","2","1","1","0","0","1","0","0"
"591","3","1","1","0","0","0","1","0"
"591","4","1","1","0","0","0","0","1"
"592","2","1","1","0","0","1","0","0"
"592","4","1","1","0","0","0","0","1"
"593","2","1","1","0","0","1","0","0"
"593","3","1","1","0","0","0","1","0"
"593","4","1","1","0","0","0","0","1"
"594","2","1","1","0","0","1","0","0"
"594","4","1","1","0","0","0","0","1"
"595","1","1","1","0","1","0","0","0"
"595","2","1","1","0","0","1","0","0"
"595","3","1","1","0","0","0","1","0"
"595","4","1","1","0","0","0","0","1"
"596","2","1","1","0","0","1","0","0"
"596","3","1","1","0","0","0","1","0"
"596","4","1","1","0","0","0","0","1"
"597","2","1","1","0","0","1","0","0"
"597","3","1","1","0","0","0","1","0"
"597","4","1","1","0","0","0","0","1"
"598","2","1","1","0","0","1","0","0"
"598","4","1","1","0","0","0","0","1"
"599","2","1","1","0","0","1","0","0"
"599","4","1","1","0","0","0","0","1"
"600","2","1","1","0","0","1","0","0"
"600","4","1","1","0","0","0","0","1"
"601","2","1","1","0","0","1","0","0"
"601","4","1","1","0","0","0","0","1"
"602","2","1","1","0","0","1","0","0"
"602","4","1","1","0","0","0","0","1"
"603","2","1","1","0","0","1","0","0"
"603","4","1","1","0","0","0","0","1"
"604","2","1","1","0","0","1","0","0"
"604","4","1","1","0","0","0","0","1"
"605","2","1","1","0","0","1","0","0"
"605","4","1","1","0","0","0","0","1"
"606","2","1","1","0","0","1","0","0"
"606","4","1","1","0","0","0","0","1"
"607","2","1","1","0","0","1","0","0"
"607","4","1","1","0","0","0","0","1"
"608","2","1","1","0","0","1","0","0"
"608","4","1","1","0","0","0","0","1"
"609","2","1","1","0","0","1","0","0"
"609","4","1","1","0","0","0","0","1"
"610","1","1","1","0","1","0","0","0"
"610","2","1","1","0","0","1","0","0"
"610","3","1","1","0","0","0","1","0"
"610","4","1","1","0","0","0","0","1"
"611","2","1","1","0","0","1","0","0"
"611","3","1","1","0","0","0","1","0"
"611","4","1","1","0","0","0","0","1"
"612","2","1","1","0","0","1","0","0"
"612","4","1","1","0","0","0","0","1"
"613","1","1","1","0","1","0","0","0"
"613","2","1","1","0","0","1","0","0"
"613","3","1","1","0","0","0","1","0"
"613","4","1","1","0","0","0","0","1"
"614","2","1","1","0","0","1","0","0"
"614","4","1","1","0","0","0","0","1"
"615","2","1","1","0","0","1","0","0"
"615","3","1","1","0","0","0","1","0"
"615","4","1","1","0","0","0","0","1"
"616","2","1","1","0","0","1","0","0"
"616","4","1","1","0","0","0","0","1"
"617","2","1","1","0","0","1","0","0"
"617","4","1","1","0","0","0","0","1"
"618","2","1","1","0","0","1","0","0"
"618","4","1","1","0","0","0","0","1"
"619","2","1","1","0","0","1","0","0"
"619","4","1","1","0","0","0","0","1"
"620","2","1","1","0","0","1","0","0"
"620","4","1","1","0","0","0","0","1"
"621","2","1","1","0","0","1","0","0"
"621","4","1","1","0","0","0","0","1"
"622","2","1","1","0","0","1","0","0"
"622","4","1","1","0","0","0","0","1"
"623","2","1","1","0","0","1","0","0"
"623","4","1","1","0","0","0","0","1"
"624","2","1","1","0","0","1","0","0"
"624","4","1","1","0","0","0","0","1"
"625","2","1","1","0","0","1","0","0"
"625","4","1","1","0","0","0","0","1"
"626","2","1","1","0","0","1","0","0"
"626","4","1","1","0","0","0","0","1"
"627","2","1","1","0","0","1","0","0"
"627","4","1","1","0","0","0","0","1"
"628","2","1","1","0","0","1","0","0"
"628","4","1","1","0","0","0","0","1"
"629","1","1","1","0","1","0","0","0"
"629","2","1","1","0","0","1","0","0"
"629","3","1","1","0","0","0","1","0"
"629","4","1","1","0","0","0","0","1"
"630","2","1","1","0","0","1","0","0"
"630","3","1","1","0","0","0","1","0"
"630","4","1","1","0","0","0","0","1"
"631","2","1","1","0","0","1","0","0"
"631","4","1","1","0","0","0","0","1"
"632","2","1","1","0","0","1","0","0"
"632","3","1","1","0","0","0","1","0"
"632","4","1","1","0","0","0","0","1"
"633","2","1","1","0","0","1","0","0"
"633","4","1","1","0","0","0","0","1"
"634","2","1","1","0","0","1","0","0"
"634","3","1","1","0","0","0","1","0"
"634","4","1","1","0","0","0","0","1"
"635","2","1","1","0","0","1","0","0"
"635","4","1","1","0","0","0","0","1"
"636","2","1","1","0","0","1","0","0"
"636","4","1","1","0","0","0","0","1"
"637","2","1","1","0","0","1","0","0"
"637","4","1","1","0","0","0","0","1"
"638","1","1","1","0","1","0","0","0"
"638","2","1","1","0","0","1","0","0"
"638","3","1","1","0","0","0","1","0"
"638","4","1","1","0","0","0","0","1"
"639","2","1","1","0","0","1","0","0"
"639","4","1","1","0","0","0","0","1"
"640","1","1","1","0","1","0","0","0"
"640","2","1","1","0","0","1","0","0"
"640","3","1","1","0","0","0","1","0"
"640","4","1","1","0","0","0","0","1"
"641","2","1","1","0","0","1","0","0"
"641","4","1","1","0","0","0","0","1"
"642","2","1","1","0","0","1","0","0"
"642","4","1","1","0","0","0","0","1"
"643","2","1","1","0","0","1","0","0"
"643","4","1","1","0","0","0","0","1"
"644","2","1","1","0","0","1","0","0"
"644","3","1","1","0","0","0","1","0"
"644","4","1","1","0","0","0","0","1"
"645","2","1","1","0","0","1","0","0"
"645","4","1","1","0","0","0","0","1"
"646","2","1","1","0","0","1","0","0"
"646","4","1","1","0","0","0","0","1"
"647","1","1","1","0","1","0","0","0"
"647","2","1","1","0","0","1","0","0"
"647","3","1","1","0","0","0","1","0"
"647","4","1","1","0","0","0","0","1"
"648","2","1","1","0","0","1","0","0"
"648","4","1","1","0","0","0","0","1"
"649","1","1","1","0","1","0","0","0"
"649","2","1","1","0","0","1","0","0"
"649","3","1","1","0","0","0","1","0"
"649","4","1","1","0","0","0","0","1"
"650","2","1","1","0","0","1","0","0"
"650","3","1","1","0","0","0","1","0"
"650","4","1","1","0","0","0","0","1"
"651","2","1","1","0","0","1","0","0"
"651","4","1","1","0","0","0","0","1"
"652","1","1","1","0","1","0","0","0"
"652","2","1","1","0","0","1","0","0"
"652","4","1","1","0","0","0","0","1"
"653","2","1","1","0","0","1","0","0"
"653","3","1","1","0","0","0","1","0"
"653","4","1","1","0","0","0","0","1"
"654","2","1","1","0","0","1","0","0"
"654","4","1","1","0","0","0","0","1"
"655","2","1","1","0","0","1","0","0"
"655","4","1","1","0","0","0","0","1"
"656","2","1","1","0","0","1","0","0"
"656","4","1","1","0","0","0","0","1"
"657","2","1","1","0","0","1","0","0"
"657","4","1","1","0","0","0","0","1"
"658","2","1","1","0","0","1","0","0"
"658","4","1","1","0","0","0","0","1"
"659","2","1","1","0","0","1","0","0"
"659","4","1","1","0","0","0","0","1"
"660","1","1","1","0","1","0","0","0"
"660","2","1","1","0","0","1","0","0"
"660","3","1","1","0","0","0","1","0"
"660","4","1","1","0","0","0","0","1"
"661","2","1","1","0","0","1","0","0"
"661","4","1","1","0","0","0","0","1"
"662","2","1","1","0","0","1","0","0"
"662","4","1","1","0","0","0","0","1"
"663","2","1","1","0","0","1","0","0"
"663","4","1","1","0","0","0","0","1"
"664","2","1","1","0","0","1","0","0"
"664","4","1","1","0","0","0","0","1"
"665","2","1","1","0","0","1","0","0"
"665","4","1","1","0","0","0","0","1"
"666","2","1","1","0","0","1","0","0"
"666","4","1","1","0","0","0","0","1"
"667","1","1","1","0","1","0","0","0"
"667","2","1","1","0","0","1","0","0"
"667","3","1","1","0","0","0","1","0"
"667","4","1","1","0","0","0","0","1"
"668","2","1","1","0","0","1","0","0"
"668","4","1","1","0","0","0","0","1"
"669","2","1","1","0","0","1","0","0"
"669","3","1","1","0","0","0","1","0"
"669","4","1","1","0","0","0","0","1"
"670","1","1","1","0","1","0","0","0"
"670","2","1","1","0","0","1","0","0"
"670","3","1","1","0","0","0","1","0"
"670","4","1","1","0","0","0","0","1"
"671","2","1","1","0","0","1","0","0"
"671","4","1","1","0","0","0","0","1"
"672","2","1","1","0","0","1","0","0"
"672","3","1","1","0","0","0","1","0"
"672","4","1","1","0","0","0","0","1"
"673","2","1","1","0","0","1","0","0"
"673","3","1","1","0","0","0","1","0"
"673","4","1","1","0","0","0","0","1"
"674","2","1","1","0","0","1","0","0"
"674","3","1","1","0","0","0","1","0"
"674","4","1","1","0","0","0","0","1"
"675","2","1","1","0","0","1","0","0"
"675","4","1","1","0","0","0","0","1"
"676","2","1","1","0","0","1","0","0"
"676","4","1","1","0","0","0","0","1"
"677","1","1","1","0","1","0","0","0"
"677","2","1","1","0","0","1","0","0"
"677","3","1","1","0","0","0","1","0"
"677","4","1","1","0","0","0","0","1"
"678","2","1","1","0","0","1","0","0"
"678","4","1","1","0","0","0","0","1"
"679","1","1","1","0","1","0","0","0"
"679","2","1","1","0","0","1","0","0"
"679","3","1","1","0","0","0","1","0"
"679","4","1","1","0","0","0","0","1"
"680","2","1","1","0","0","1","0","0"
"680","3","1","1","0","0","0","1","0"
"680","4","1","1","0","0","0","0","1"
"681","2","1","1","0","0","1","0","0"
"681","4","1","1","0","0","0","0","1"
"682","2","1","1","0","0","1","0","0"
"682","3","1","1","0","0","0","1","0"
"682","4","1","1","0","0","0","0","1"
"683","2","1","1","0","0","1","0","0"
"683","3","1","1","0","0","0","1","0"
"683","4","1","1","0","0","0","0","1"
"684","2","1","1","0","0","1","0","0"
"684","4","1","1","0","0","0","0","1"
"685","2","1","1","0","0","1","0","0"
"685","3","1","1","0","0","0","1","0"
"685","4","1","1","0","0","0","0","1"
"686","2","1","1","0","0","1","0","0"
"686","4","1","1","0","0","0","0","1"
"687","2","1","1","0","0","1","0","0"
"687","3","1","1","0","0","0","1","0"
"687","4","1","1","0","0","0","0","1"
"688","2","1","1","0","0","1","0","0"
"688","4","1","1","0","0","0","0","1"
"689","2","1","1","0","0","1","0","0"
"689","3","1","1","0","0","0","1","0"
"689","4","1","1","0","0","0","0","1"
"690","2","1","1","0","0","1","0","0"
"690","3","1","1","0","0","0","1","0"
"690","4","1","1","0","0","0","0","1"
"691","2","1","1","0","0","1","0","0"
"691","4","1","1","0","0","0","0","1"
"692","2","1","1","0","0","1","0","0"
"692","4","1","1","0","0","0","0","1"
"693","2","1","1","0","0","1","0","0"
"693","3","1","1","0","0","0","1","0"
"693","4","1","1","0","0","0","0","1"
"694","2","1","1","0","0","1","0","0"
"694","3","1","1","0","0","0","1","0"
"694","4","1","1","0","0","0","0","1"
"695","2","1","1","0","0","1","0","0"
"695","3","1","1","0","0","0","1","0"
"695","4","1","1","0","0","0","0","1"
"696","2","1","1","0","0","1","0","0"
"696","3","1","1","0","0","0","1","0"
"696","4","1","1","0","0","0","0","1"
"697","2","1","1","0","0","1","0","0"
"697","3","1","1","0","0","0","1","0"
"697","4","1","1","0","0","0","0","1"
"698","2","1","1","0","0","1","0","0"
"698","4","1","1","0","0","0","0","1"
"699","2","1","1","0","0","1","0","0"
"699","4","1","1","0","0","0","0","1"
"700","2","1","1","0","0","1","0","0"
"700","3","1","1","0","0","0","1","0"
"700","4","1","1","0","0","0","0","1"
"701","2","1","1","0","0","1","0","0"
"701","4","1","1","0","0","0","0","1"
"702","2","1","1","0","0","1","0","0"
"702","4","1","1","0","0","0","0","1"
"703","1","1","1","0","1","0","0","0"
"703","2","1","1","0","0","1","0","0"
"703","4","1","1","0","0","0","0","1"
"704","2","1","1","0","0","1","0","0"
"704","3","1","1","0","0","0","1","0"
"704","4","1","1","0","0","0","0","1"
"705","1","1","1","0","1","0","0","0"
"705","2","1","1","0","0","1","0","0"
"705","3","1","1","0","0","0","1","0"
"705","4","1","1","0","0","0","0","1"
"706","2","1","1","0","0","1","0","0"
"706","3","1","1","0","0","0","1","0"
"706","4","1","1","0","0","0","0","1"
"707","2","1","1","0","0","1","0","0"
"707","3","1","1","0","0","0","1","0"
"707","4","1","1","0","0","0","0","1"
"708","2","1","1","0","0","1","0","0"
"708","3","1","1","0","0","0","1","0"
"708","4","1","1","0","0","0","0","1"
"709","2","1","1","0","0","1","0","0"
"709","4","1","1","0","0","0","0","1"
"710","2","1","1","0","0","1","0","0"
"710","4","1","1","0","0","0","0","1"
"711","1","1","1","0","1","0","0","0"
"711","2","1","1","0","0","1","0","0"
"711","3","1","1","0","0","0","1","0"
"711","4","1","1","0","0","0","0","1"
"712","2","1","1","0","0","1","0","0"
"712","3","1","1","0","0","0","1","0"
"712","4","1","1","0","0","0","0","1"
"713","2","1","1","0","0","1","0","0"
"713","3","1","1","0","0","0","1","0"
"713","4","1","1","0","0","0","0","1"
"714","2","1","1","0","0","1","0","0"
"714","3","1","1","0","0","0","1","0"
"714","4","1","1","0","0","0","0","1"
"715","2","1","1","0","0","1","0","0"
"715","3","1","1","0","0","0","1","0"
"715","4","1","1","0","0","0","0","1"
"716","2","1","1","0","0","1","0","0"
"716","4","1","1","0","0","0","0","1"
"717","1","1","1","0","1","0","0","0"
"717","2","1","1","0","0","1","0","0"
"717","3","1","1","0","0","0","1","0"
"717","4","1","1","0","0","0","0","1"
"718","2","1","1","0","0","1","0","0"
"718","3","1","1","0","0","0","1","0"
"718","4","1","1","0","0","0","0","1"
"719","2","1","1","0","0","1","0","0"
"719","4","1","1","0","0","0","0","1"
"720","2","1","1","0","0","1","0","0"
"720","4","1","1","0","0","0","0","1"
"721","2","1","1","0","0","1","0","0"
"721","3","1","1","0","0","0","1","0"
"721","4","1","1","0","0","0","0","1"
"722","2","1","1","0","0","1","0","0"
"722","3","1","1","0","0","0","1","0"
"722","4","1","1","0","0","0","0","1"
"723","2","1","1","0","0","1","0","0"
"723","3","1","1","0","0","0","1","0"
"723","4","1","1","0","0","0","0","1"
"724","2","1","1","0","0","1","0","0"
"724","3","1","1","0","0","0","1","0"
"724","4","1","1","0","0","0","0","1"
"725","2","1","1","0","0","1","0","0"
"725","3","1","1","0","0","0","1","0"
"725","4","1","1","0","0","0","0","1"
"726","2","1","1","0","0","1","0","0"
"726","4","1","1","0","0","0","0","1"
"727","2","1","1","0","0","1","0","0"
"727","3","1","1","0","0","0","1","0"
"727","4","1","1","0","0","0","0","1"
"728","2","1","1","0","0","1","0","0"
"728","4","1","1","0","0","0","0","1"
"729","2","1","1","0","0","1","0","0"
"729","3","1","1","0","0","0","1","0"
"729","4","1","1","0","0","0","0","1"
"730","2","1","1","0","0","1","0","0"
"730","4","1","1","0","0","0","0","1"
"731","2","1","1","0","0","1","0","0"
"731","3","1","1","0","0","0","1","0"
"731","4","1","1","0","0","0","0","1"
"732","2","1","1","0","0","1","0","0"
"732","3","1","1","0","0","0","1","0"
"732","4","1","1","0","0","0","0","1"
"733","2","1","1","0","0","1","0","0"
"733","4","1","1","0","0","0","0","1"
"734","2","1","1","0","0","1","0","0"
"734","3","1","1","0","0","0","1","0"
"734","4","1","1","0","0","0","0","1"
"735","2","1","1","0","0","1","0","0"
"735","3","1","1","0","0","0","1","0"
"735","4","1","1","0","0","0","0","1"
"736","2","1","1","0","0","1","0","0"
"736","3","1","1","0","0","0","1","0"
"736","4","1","1","0","0","0","0","1"
"737","2","1","1","0","0","1","0","0"
"737","4","1","1","0","0","0","0","1"
"738","2","1","1","0","0","1","0","0"
"738","3","1","1","0","0","0","1","0"
"738","4","1","1","0","0","0","0","1"
"739","2","1","1","0","0","1","0","0"
"739","4","1","1","0","0","0","0","1"
"740","2","1","1","0","0","1","0","0"
"740","4","1","1","0","0","0","0","1"
"741","2","1","1","0","0","1","0","0"
"741","3","1","1","0","0","0","1","0"
"741","4","1","1","0","0","0","0","1"
"742","2","1","1","0","0","1","0","0"
"742","4","1","1","0","0","0","0","1"
"743","2","1","1","0","0","1","0","0"
"743","3","1","1","0","0","0","1","0"
"743","4","1","1","0","0","0","0","1"
"744","2","1","1","0","0","1","0","0"
"744","3","1","1","0","0","0","1","0"
"744","4","1","1","0","0","0","0","1"
"745","2","1","1","0","0","1","0","0"
"745","3","1","1","0","0","0","1","0"
"745","4","1","1","0","0","0","0","1"
"746","1","1","1","0","1","0","0","0"
"746","2","1","1","0","0","1","0","0"
"746","4","1","1","0","0","0","0","1"
"747","2","1","1","0","0","1","0","0"
"747","3","1","1","0","0","0","1","0"
"747","4","1","1","0","0","0","0","1"
"748","2","1","1","0","0","1","0","0"
"748","4","1","1","0","0","0","0","1"
"749","2","1","1","0","0","1","0","0"
"749","4","1","1","0","0","0","0","1"
"750","2","1","1","0","0","1","0","0"
"750","3","1","1","0","0","0","1","0"
"750","4","1","1","0","0","0","0","1"
"751","2","1","1","0","0","1","0","0"
"751","4","1","1","0","0","0","0","1"
"752","2","1","1","0","0","1","0","0"
"752","3","1","1","0","0","0","1","0"
"752","4","1","1","0","0","0","0","1"
"753","2","1","1","0","0","1","0","0"
"753","4","1","1","0","0","0","0","1"
"754","2","1","1","0","0","1","0","0"
"754","3","1","1","0","0","0","1","0"
"754","4","1","1","0","0","0","0","1"
"755","2","1","1","0","0","1","0","0"
"755","3","1","1","0","0","0","1","0"
"755","4","1","1","0","0","0","0","1"
"756","2","1","1","0","0","1","0","0"
"756","4","1","1","0","0","0","0","1"
"757","2","1","1","0","0","1","0","0"
"757","3","1","1","0","0","0","1","0"
"757","4","1","1","0","0","0","0","1"
"758","2","1","1","0","0","1","0","0"
"758","3","1","1","0","0","0","1","0"
"758","4","1","1","0","0","0","0","1"
"759","2","1","1","0","0","1","0","0"
"759","4","1","1","0","0","0","0","1"
"760","2","1","1","0","0","1","0","0"
"760","3","1","1","0","0","0","1","0"
"760","4","1","1","0","0","0","0","1"
"761","2","1","1","0","0","1","0","0"
"761","3","1","1","0","0","0","1","0"
"761","4","1","1","0","0","0","0","1"
"762","2","1","1","0","0","1","0","0"
"762","4","1","1","0","0","0","0","1"
"763","2","1","1","0","0","1","0","0"
"763","4","1","1","0","0","0","0","1"
"764","2","1","1","0","0","1","0","0"
"764","3","1","1","0","0","0","1","0"
"764","4","1","1","0","0","0","0","1"
"765","2","1","1","0","0","1","0","0"
"765","3","1","1","0","0","0","1","0"
"765","4","1","1","0","0","0","0","1"
"766","2","1","1","0","0","1","0","0"
"766","3","1","1","0","0","0","1","0"
"766","4","1","1","0","0","0","0","1"
"767","2","1","1","0","0","1","0","0"
"767","3","1","1","0","0","0","1","0"
"767","4","1","1","0","0","0","0","1"
"768","2","1","1","0","0","1","0","0"
"768","3","1","1","0","0","0","1","0"
"768","4","1","1","0","0","0","0","1"
"769","2","1","1","0","0","1","0","0"
"769","4","1","1","0","0","0","0","1"
"770","2","1","1","0","0","1","0","0"
"770","3","1","1","0","0","0","1","0"
"770","4","1","1","0","0","0","0","1"
"771","2","1","1","0","0","1","0","0"
"771","4","1","1","0","0","0","0","1"
"772","1","1","1","0","1","0","0","0"
"772","2","1","1","0","0","1","0","0"
"772","4","1","1","0","0","0","0","1"
"773","2","1","1","0","0","1","0","0"
"773","3","1","1","0","0","0","1","0"
"773","4","1","1","0","0","0","0","1"
"774","2","1","1","0","0","1","0","0"
"774","4","1","1","0","0","0","0","1"
"775","2","1","1","0","0","1","0","0"
"775","3","1","1","0","0","0","1","0"
"775","4","1","1","0","0","0","0","1"
"776","2","1","1","0","0","1","0","0"
"776","4","1","1","0","0","0","0","1"
"777","2","1","1","0","0","1","0","0"
"777","3","1","1","0","0","0","1","0"
"777","4","1","1","0","0","0","0","1"
"778","2","1","1","0","0","1","0","0"
"778","3","1","1","0","0","0","1","0"
"778","4","1","1","0","0","0","0","1"
"779","2","1","1","0","0","1","0","0"
"779","3","1","1","0","0","0","1","0"
"779","4","1","1","0","0","0","0","1"
"780","2","1","1","0","0","1","0","0"
"780","4","1","1","0","0","0","0","1"
"781","2","1","1","0","0","1","0","0"
"781","3","1","1","0","0","0","1","0"
"781","4","1","1","0","0","0","0","1"
"782","2","1","1","0","0","1","0","0"
"782","4","1","1","0","0","0","0","1"
"783","2","1","1","0","0","1","0","0"
"783","4","1","1","0","0","0","0","1"
"784","2","1","1","0","0","1","0","0"
"784","3","1","1","0","0","0","1","0"
"784","4","1","1","0","0","0","0","1"
"785","2","1","1","0","0","1","0","0"
"785","4","1","1","0","0","0","0","1"
"786","2","1","1","0","0","1","0","0"
"786","4","1","1","0","0","0","0","1"
"787","2","1","1","0","0","1","0","0"
"787","4","1","1","0","0","0","0","1"
"788","2","1","1","0","0","1","0","0"
